intensity,class,expected_label,predicted_label,confidence,if_score,correct,explanation
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4285,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4345,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4246,True,"IF score 42% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4383,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4252,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4298,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4296,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4352,True,"IF score 44% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
subthresh,Ambiguous Anomaly B,Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4322,True,"IF score 43% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate, total_rate"
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3576,False,RF: looks like normal traffic (100% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3648,False,RF: looks like normal traffic (98% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.364,False,RF: looks like normal traffic (93% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3604,False,RF: looks like normal traffic (100% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3498,False,RF: looks like normal traffic (100% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3561,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3641,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3604,False,RF: looks like normal traffic (100% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3621,False,RF: looks like normal traffic (96% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3701,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3581,False,RF: looks like normal traffic (98% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3606,False,RF: looks like normal traffic (84% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3583,False,RF: looks like normal traffic (86% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3652,False,RF: looks like normal traffic (98% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3574,False,RF: looks like normal traffic (98% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3626,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3696,False,RF: looks like normal traffic (95% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3677,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3638,False,RF: looks like normal traffic (98% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3632,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3629,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3629,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3645,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3692,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3525,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3648,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3513,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3694,False,RF: looks like normal traffic (98% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3655,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.369,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3632,False,RF: looks like normal traffic (97% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3637,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3648,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3536,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3678,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3569,False,RF: looks like normal traffic (100% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3659,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3708,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.3685,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal Traffic,Suspicious Behavioral Traffic,,0.0,0.368,False,RF: looks like normal traffic (99% confidence) | border-noise suppression
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3907,True,"IF score 39% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3921,True,IF score 39% | elevated: icmp_rate
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4007,True,"IF score 40% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4118,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4035,True,"IF score 40% | elevated: syn_rate, icmp_rate, unique_dst_ports"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4007,True,"IF score 40% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4032,True,"IF score 40% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.41,True,"IF score 41% | elevated: syn_rate, icmp_rate, udp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.416,True,"IF score 42% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4114,True,"IF score 41% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4141,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.397,True,"IF score 40% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4078,True,"IF score 41% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4046,True,"IF score 40% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4005,True,"IF score 40% | elevated: syn_rate, icmp_rate, udp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3916,True,"IF score 39% | elevated: syn_rate, icmp_rate, udp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4124,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4133,True,"IF score 41% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4,True,"IF score 40% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3957,True,"IF score 40% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4093,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3992,True,"IF score 40% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4147,True,"IF score 41% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4182,True,"IF score 42% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3872,True,"IF score 39% | elevated: icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4097,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4314,True,"IF score 43% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4062,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.409,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4185,True,"IF score 42% | elevated: syn_rate, icmp_rate, rst_rate, unique_dst_ports"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.396,True,"IF score 40% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4108,True,"IF score 41% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4052,True,"IF score 41% | elevated: syn_rate, icmp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4023,True,"IF score 40% | elevated: syn_rate, icmp_rate, rst_rate, unique_dst_ports"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4133,True,"IF score 41% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3974,True,"IF score 40% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4126,True,"IF score 41% | elevated: syn_rate, icmp_rate, udp_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.3962,True,"IF score 40% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.4019,True,"IF score 40% | elevated: syn_rate, icmp_rate, rst_rate"
normal,Normal (elevated),Suspicious Behavioral Traffic,Suspicious Behavioral Traffic,0.0,0.397,True,"IF score 40% | elevated: syn_rate, icmp_rate"
